ScaledForward,scaledLeftRightRatio,ScaledSpeed,isTurningLeft,isTurningRight,isKeepingStraight,isAccelerating
23.93192,0.5572439,1,15.03786,0,0,1
18.0533,0.6257154,1,26.89997,0,1,0
20.39035,0.6053656,1,35.61538,0,0,1
